"FREQUENC","GEO","TIME","DEG_URB","SEX","AGE","UNIT","Value","Flag and Footnotes"
"Every month","Turkey","2014","Cities","Males","From 15 to 24 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Males","From 25 to 64 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Males","65 years or over","Percentage","0",""
"Every month","Turkey","2014","Cities","Females","Total","Percentage","0",""
"Every month","Turkey","2014","Cities","Females","From 15 to 24 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Females","From 25 to 64 years","Percentage","0",""
"Every month","Turkey","2014","Cities","Females","65 years or over","Percentage","0",""
"Less than once a month","European Union - 28 countries","2014","Cities","Total","Total","Percentage","14.0","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Total","From 15 to 24 years","Percentage","16.4","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Total","From 25 to 64 years","Percentage","13.8","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Total","65 years or over","Percentage","13.5","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Males","Total","Percentage","10.1","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Males","From 15 to 24 years","Percentage","12.7","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Males","From 25 to 64 years","Percentage","9.6","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Males","65 years or over","Percentage","9.9","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Females","Total","Percentage","17.5","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Females","From 15 to 24 years","Percentage","19.9","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Females","From 25 to 64 years","Percentage","17.6","e"
"Less than once a month","European Union - 28 countries","2014","Cities","Females","65 years or over","Percentage","16.1","e"
"Less than once a month","Belgium","2014","Cities","Total","Total","Percentage","7.8","u"
"Less than once a month","Belgium","2014","Cities","Total","From 15 to 24 years","Percentage","10.8","u"
"Less than once a month","Belgium","2014","Cities","Total","From 25 to 64 years","Percentage","8.1","u"
"Less than once a month","Belgium","2014","Cities","Total","65 years or over","Percentage","5.7","u"
"Less than once a month","Belgium","2014","Cities","Males","Total","Percentage","4.9","u"
"Less than once a month","Belgium","2014","Cities","Males","From 15 to 24 years","Percentage","7.0","u"
"Less than once a month","Belgium","2014","Cities","Males","From 25 to 64 years","Percentage","5.1","u"
"Less than once a month","Belgium","2014","Cities","Males","65 years or over","Percentage","3.2","u"
"Less than once a month","Belgium","2014","Cities","Females","Total","Percentage","10.6","u"
"Less than once a month","Belgium","2014","Cities","Females","From 15 to 24 years","Percentage","14.7","u"
"Less than once a month","Belgium","2014","Cities","Females","From 25 to 64 years","Percentage","11.1","u"
"Less than once a month","Belgium","2014","Cities","Females","65 years or over","Percentage","7.7","u"
"Less than once a month","Bulgaria","2014","Cities","Total","Total","Percentage","12.8",""
"Less than once a month","Bulgaria","2014","Cities","Total","From 15 to 24 years","Percentage","15.8",""
"Less than once a month","Bulgaria","2014","Cities","Total","From 25 to 64 years","Percentage","11.8",""
"Less than once a month","Bulgaria","2014","Cities","Total","65 years or over","Percentage","15.0",""
"Less than once a month","Bulgaria","2014","Cities","Males","Total","Percentage","8.6",""
"Less than once a month","Bulgaria","2014","Cities","Males","From 15 to 24 years","Percentage","12.2",""
"Less than once a month","Bulgaria","2014","Cities","Males","From 25 to 64 years","Percentage","7.8",""
"Less than once a month","Bulgaria","2014","Cities","Males","65 years or over","Percentage","9.4",""
"Less than once a month","Bulgaria","2014","Cities","Females","Total","Percentage","16.6",""
"Less than once a month","Bulgaria","2014","Cities","Females","From 15 to 24 years","Percentage","20.3",""
"Less than once a month","Bulgaria","2014","Cities","Females","From 25 to 64 years","Percentage","15.5",""
"Less than once a month","Bulgaria","2014","Cities","Females","65 years or over","Percentage","18.5",""
"Less than once a month","Czechia","2014","Cities","Total","Total","Percentage","14.5",""
"Less than once a month","Czechia","2014","Cities","Total","From 15 to 24 years","Percentage","16.7",""
"Less than once a month","Czechia","2014","Cities","Total","From 25 to 64 years","Percentage","12.0",""
"Less than once a month","Czechia","2014","Cities","Total","65 years or over","Percentage","20.3",""
"Less than once a month","Czechia","2014","Cities","Males","Total","Percentage","7.8",""
"Less than once a month","Czechia","2014","Cities","Males","From 15 to 24 years","Percentage","9.7",""
"Less than once a month","Czechia","2014","Cities","Males","From 25 to 64 years","Percentage","6.4",""
"Less than once a month","Czechia","2014","Cities","Males","65 years or over","Percentage","10.8",""
"Less than once a month","Czechia","2014","Cities","Females","Total","Percentage","20.4",""
"Less than once a month","Czechia","2014","Cities","Females","From 15 to 24 years","Percentage","26.4",""
"Less than once a month","Czechia","2014","Cities","Females","From 25 to 64 years","Percentage","16.9",""
"Less than once a month","Czechia","2014","Cities","Females","65 years or over","Percentage","27.2",""
"Less than once a month","Denmark","2014","Cities","Total","Total","Percentage","11.2",""
"Less than once a month","Denmark","2014","Cities","Total","From 15 to 24 years","Percentage","14.2",""
"Less than once a month","Denmark","2014","Cities","Total","From 25 to 64 years","Percentage","11.4",""
"Less than once a month","Denmark","2014","Cities","Total","65 years or over","Percentage","7.4",""
"Less than once a month","Denmark","2014","Cities","Males","Total","Percentage","8.4",""
"Less than once a month","Denmark","2014","Cities","Males","From 15 to 24 years","Percentage","10.9",""
"Less than once a month","Denmark","2014","Cities","Males","From 25 to 64 years","Percentage","8.2",""
"Less than once a month","Denmark","2014","Cities","Males","65 years or over","Percentage","6.3",""
"Less than once a month","Denmark","2014","Cities","Females","Total","Percentage","13.8",""
"Less than once a month","Denmark","2014","Cities","Females","From 15 to 24 years","Percentage","17.2",""
"Less than once a month","Denmark","2014","Cities","Females","From 25 to 64 years","Percentage","14.8",""
"Less than once a month","Denmark","2014","Cities","Females","65 years or over","Percentage","8.1",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","Total","Percentage","12.0",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 15 to 24 years","Percentage","15.7",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","From 25 to 64 years","Percentage","11.8",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Total","65 years or over","Percentage","10.4",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","Total","Percentage","8.0",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 15 to 24 years","Percentage","12.4",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","From 25 to 64 years","Percentage","7.5",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Males","65 years or over","Percentage","6.8",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","Total","Percentage","15.7",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 15 to 24 years","Percentage","18.9",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","From 25 to 64 years","Percentage","16.2",""
"Less than once a month","Germany (until 1990 former territory of the FRG)","2014","Cities","Females","65 years or over","Percentage","13.0",""
"Less than once a month","Estonia","2014","Cities","Total","Total","Percentage","31.7",""
"Less than once a month","Estonia","2014","Cities","Total","From 15 to 24 years","Percentage","32.8",""
"Less than once a month","Estonia","2014","Cities","Total","From 25 to 64 years","Percentage","28.6",""
"Less than once a month","Estonia","2014","Cities","Total","65 years or over","Percentage","41.4",""
"Less than once a month","Estonia","2014","Cities","Males","Total","Percentage","22.8",""
"Less than once a month","Estonia","2014","Cities","Males","From 15 to 24 years","Percentage","27.1",""
"Less than once a month","Estonia","2014","Cities","Males","From 25 to 64 years","Percentage","20.4",""
"Less than once a month","Estonia","2014","Cities","Males","65 years or over","Percentage","31.1",""
"Less than once a month","Estonia","2014","Cities","Females","Total","Percentage","39.4",""
"Less than once a month","Estonia","2014","Cities","Females","From 15 to 24 years","Percentage","38.2",""
"Less than once a month","Estonia","2014","Cities","Females","From 25 to 64 years","Percentage","36.9",""
"Less than once a month","Estonia","2014","Cities","Females","65 years or over","Percentage","46.5",""
"Less than once a month","Ireland","2014","Cities","Total","Total","Percentage","10.6",""
"Less than once a month","Ireland","2014","Cities","Total","From 15 to 24 years","Percentage","14.0",""
"Less than once a month","Ireland","2014","Cities","Total","From 25 to 64 years","Percentage","10.4",""
"Less than once a month","Ireland","2014","Cities","Total","65 years or over","Percentage","8.8",""
"Less than once a month","Ireland","2014","Cities","Males","Total","Percentage","9.0",""
"Less than once a month","Ireland","2014","Cities","Males","From 15 to 24 years","Percentage","18.7","u"
"Less than once a month","Ireland","2014","Cities","Males","From 25 to 64 years","Percentage","8.0",""
"Less than once a month","Ireland","2014","Cities","Males","65 years or over","Percentage","5.3",""
"Less than once a month","Ireland","2014","Cities","Females","Total","Percentage","12.2",""
"Less than once a month","Ireland","2014","Cities","Females","From 15 to 24 years","Percentage","9.5",""
"Less than once a month","Ireland","2014","Cities","Females","From 25 to 64 years","Percentage","12.7",""
"Less than once a month","Ireland","2014","Cities","Females","65 years or over","Percentage","11.8",""
"Less than once a month","Greece","2014","Cities","Total","Total","Percentage","11.7",""
"Less than once a month","Greece","2014","Cities","Total","From 15 to 24 years","Percentage","11.7",""
"Less than once a month","Greece","2014","Cities","Total","From 25 to 64 years","Percentage","11.6",""
"Less than once a month","Greece","2014","Cities","Total","65 years or over","Percentage","11.7",""
"Less than once a month","Greece","2014","Cities","Males","Total","Percentage","8.9",""
"Less than once a month","Greece","2014","Cities","Males","From 15 to 24 years","Percentage","11.4",""
"Less than once a month","Greece","2014","Cities","Males","From 25 to 64 years","Percentage","8.1",""
"Less than once a month","Greece","2014","Cities","Males","65 years or over","Percentage","10.1",""
"Less than once a month","Greece","2014","Cities","Females","Total","Percentage","14.2",""
"Less than once a month","Greece","2014","Cities","Females","From 15 to 24 years","Percentage","12.0",""
"Less than once a month","Greece","2014","Cities","Females","From 25 to 64 years","Percentage","15.0",""
"Less than once a month","Greece","2014","Cities","Females","65 years or over","Percentage","12.9",""
"Less than once a month","Spain","2014","Cities","Total","Total","Percentage","12.6",""
"Less than once a month","Spain","2014","Cities","Total","From 15 to 24 years","Percentage","13.1",""
"Less than once a month","Spain","2014","Cities","Total","From 25 to 64 years","Percentage","12.9",""
"Less than once a month","Spain","2014","Cities","Total","65 years or over","Percentage","11.3",""
"Less than once a month","Spain","2014","Cities","Males","Total","Percentage","9.4",""
"Less than once a month","Spain","2014","Cities","Males","From 15 to 24 years","Percentage","7.9",""
"Less than once a month","Spain","2014","Cities","Males","From 25 to 64 years","Percentage","10.1",""
"Less than once a month","Spain","2014","Cities","Males","65 years or over","Percentage","7.6",""
"Less than once a month","Spain","2014","Cities","Females","Total","Percentage","15.6",""
"Less than once a month","Spain","2014","Cities","Females","From 15 to 24 years","Percentage","18.4",""
"Less than once a month","Spain","2014","Cities","Females","From 25 to 64 years","Percentage","15.7",""
"Less than once a month","Spain","2014","Cities","Females","65 years or over","Percentage","13.9",""
"Less than once a month","Croatia","2014","Cities","Total","Total","Percentage","15.2",""
"Less than once a month","Croatia","2014","Cities","Total","From 15 to 24 years","Percentage","24.0",""
"Less than once a month","Croatia","2014","Cities","Total","From 25 to 64 years","Percentage","13.6",""
"Less than once a month","Croatia","2014","Cities","Total","65 years or over","Percentage","14.2",""
"Less than once a month","Croatia","2014","Cities","Males","Total","Percentage","9.5",""
"Less than once a month","Croatia","2014","Cities","Males","From 15 to 24 years","Percentage","16.1","u"
"Less than once a month","Croatia","2014","Cities","Males","From 25 to 64 years","Percentage","7.1",""
"Less than once a month","Croatia","2014","Cities","Males","65 years or over","Percentage","12.1",""
"Less than once a month","Croatia","2014","Cities","Females","Total","Percentage","19.6",""
"Less than once a month","Croatia","2014","Cities","Females","From 15 to 24 years","Percentage","29.9",""
"Less than once a month","Croatia","2014","Cities","Females","From 25 to 64 years","Percentage","19.0",""
"Less than once a month","Croatia","2014","Cities","Females","65 years or over","Percentage","15.6",""
"Less than once a month","Italy","2014","Cities","Total","Total","Percentage","8.8","d"
"Less than once a month","Italy","2014","Cities","Total","From 15 to 24 years","Percentage","10.4","d"
"Less than once a month","Italy","2014","Cities","Total","From 25 to 64 years","Percentage","8.9","d"
"Less than once a month","Italy","2014","Cities","Total","65 years or over","Percentage","7.9","d"
"Less than once a month","Italy","2014","Cities","Males","Total","Percentage","6.7","d"
"Less than once a month","Italy","2014","Cities","Males","From 15 to 24 years","Percentage","8.8","d"
"Less than once a month","Italy","2014","Cities","Males","From 25 to 64 years","Percentage","6.2","d"
"Less than once a month","Italy","2014","Cities","Males","65 years or over","Percentage","6.9","d"
"Less than once a month","Italy","2014","Cities","Females","Total","Percentage","10.6","d"
"Less than once a month","Italy","2014","Cities","Females","From 15 to 24 years","Percentage","12.1","d"
"Less than once a month","Italy","2014","Cities","Females","From 25 to 64 years","Percentage","11.2","d"
"Less than once a month","Italy","2014","Cities","Females","65 years or over","Percentage","8.6","d"
"Less than once a month","Cyprus","2014","Cities","Total","Total","Percentage","9.6",""
"Less than once a month","Cyprus","2014","Cities","Total","From 15 to 24 years","Percentage","11.0",""
"Less than once a month","Cyprus","2014","Cities","Total","From 25 to 64 years","Percentage","9.7",""
"Less than once a month","Cyprus","2014","Cities","Total","65 years or over","Percentage","8.1",""
"Less than once a month","Cyprus","2014","Cities","Males","Total","Percentage","9.0",""
"Less than once a month","Cyprus","2014","Cities","Males","From 15 to 24 years","Percentage","12.1",""
"Less than once a month","Cyprus","2014","Cities","Males","From 25 to 64 years","Percentage","8.6",""
"Less than once a month","Cyprus","2014","Cities","Males","65 years or over","Percentage","8.2",""
"Less than once a month","Cyprus","2014","Cities","Females","Total","Percentage","10.2",""
"Less than once a month","Cyprus","2014","Cities","Females","From 15 to 24 years","Percentage","9.9",""
"Less than once a month","Cyprus","2014","Cities","Females","From 25 to 64 years","Percentage","10.7",""
"Less than once a month","Cyprus","2014","Cities","Females","65 years or over","Percentage","8.1",""
"Less than once a month","Latvia","2014","Cities","Total","Total","Percentage","27.1",""
"Less than once a month","Latvia","2014","Cities","Total","From 15 to 24 years","Percentage","22.4",""
"Less than once a month","Latvia","2014","Cities","Total","From 25 to 64 years","Percentage","25.8",""
"Less than once a month","Latvia","2014","Cities","Total","65 years or over","Percentage","32.9",""
"Less than once a month","Latvia","2014","Cities","Males","Total","Percentage","20.4",""
"Less than once a month","Latvia","2014","Cities","Males","From 15 to 24 years","Percentage","23.2",""
"Less than once a month","Latvia","2014","Cities","Males","From 25 to 64 years","Percentage","17.8",""
"Less than once a month","Latvia","2014","Cities","Males","65 years or over","Percentage","29.5",""
"Less than once a month","Latvia","2014","Cities","Females","Total","Percentage","32.0",""
"Less than once a month","Latvia","2014","Cities","Females","From 15 to 24 years","Percentage","21.7",""
"Less than once a month","Latvia","2014","Cities","Females","From 25 to 64 years","Percentage","32.3",""
"Less than once a month","Latvia","2014","Cities","Females","65 years or over","Percentage","34.4",""
"Less than once a month","Lithuania","2014","Cities","Total","Total","Percentage","23.0",""
"Less than once a month","Lithuania","2014","Cities","Total","From 15 to 24 years","Percentage","19.4",""
"Less than once a month","Lithuania","2014","Cities","Total","From 25 to 64 years","Percentage","22.5",""
"Less than once a month","Lithuania","2014","Cities","Total","65 years or over","Percentage","27.2",""
"Less than once a month","Lithuania","2014","Cities","Males","Total","Percentage","16.4",""
"Less than once a month","Lithuania","2014","Cities","Males","From 15 to 24 years","Percentage","20.8",""
"Less than once a month","Lithuania","2014","Cities","Males","From 25 to 64 years","Percentage","14.2",""
"Less than once a month","Lithuania","2014","Cities","Males","65 years or over","Percentage","20.6",""
"Less than once a month","Lithuania","2014","Cities","Females","Total","Percentage","28.1",""
"Less than once a month","Lithuania","2014","Cities","Females","From 15 to 24 years","Percentage","17.9",""
"Less than once a month","Lithuania","2014","Cities","Females","From 25 to 64 years","Percentage","29.3",""
"Less than once a month","Lithuania","2014","Cities","Females","65 years or over","Percentage","30.4",""
"Less than once a month","Luxembourg","2014","Cities","Total","Total","Percentage","6.0",""
"Less than once a month","Luxembourg","2014","Cities","Total","From 15 to 24 years","Percentage","9.9",""
"Less than once a month","Luxembourg","2014","Cities","Total","From 25 to 64 years","Percentage","6.0",""
"Less than once a month","Luxembourg","2014","Cities","Total","65 years or over","Percentage","3.8",""
"Less than once a month","Luxembourg","2014","Cities","Males","Total","Percentage","4.4",""
"Less than once a month","Luxembourg","2014","Cities","Males","From 15 to 24 years","Percentage","10.0","u"
"Less than once a month","Luxembourg","2014","Cities","Males","From 25 to 64 years","Percentage","4.4",""
"Less than once a month","Luxembourg","2014","Cities","Males","65 years or over","Percentage","0",""
"Less than once a month","Luxembourg","2014","Cities","Females","Total","Percentage","7.7",""
"Less than once a month","Luxembourg","2014","Cities","Females","From 15 to 24 years","Percentage","9.7","u"
"Less than once a month","Luxembourg","2014","Cities","Females","From 25 to 64 years","Percentage","7.6",""
"Less than once a month","Luxembourg","2014","Cities","Females","65 years or over","Percentage","7.0","u"
"Less than once a month","Hungary","2014","Cities","Total","Total","Percentage","21.3",""
"Less than once a month","Hungary","2014","Cities","Total","From 15 to 24 years","Percentage","19.2",""
"Less than once a month","Hungary","2014","Cities","Total","From 25 to 64 years","Percentage","22.7",""
"Less than once a month","Hungary","2014","Cities","Total","65 years or over","Percentage","17.9",""
"Less than once a month","Hungary","2014","Cities","Males","Total","Percentage","14.6",""
"Less than once a month","Hungary","2014","Cities","Males","From 15 to 24 years","Percentage","17.0",""
"Less than once a month","Hungary","2014","Cities","Males","From 25 to 64 years","Percentage","14.8",""
"Less than once a month","Hungary","2014","Cities","Males","65 years or over","Percentage","12.5",""
"Less than once a month","Hungary","2014","Cities","Females","Total","Percentage","26.8",""
"Less than once a month","Hungary","2014","Cities","Females","From 15 to 24 years","Percentage","21.4",""
"Less than once a month","Hungary","2014","Cities","Females","From 25 to 64 years","Percentage","29.8",""
"Less than once a month","Hungary","2014","Cities","Females","65 years or over","Percentage","21.2",""
"Less than once a month","Malta","2014","Cities","Total","Total","Percentage","18.2",""
"Less than once a month","Malta","2014","Cities","Total","From 15 to 24 years","Percentage","12.4",""
"Less than once a month","Malta","2014","Cities","Total","From 25 to 64 years","Percentage","18.0",""
"Less than once a month","Malta","2014","Cities","Total","65 years or over","Percentage","23.0",""
"Less than once a month","Malta","2014","Cities","Males","Total","Percentage","14.7",""
"Less than once a month","Malta","2014","Cities","Males","From 15 to 24 years","Percentage","12.3",""
"Less than once a month","Malta","2014","Cities","Males","From 25 to 64 years","Percentage","13.3",""
"Less than once a month","Malta","2014","Cities","Males","65 years or over","Percentage","21.4",""
"Less than once a month","Malta","2014","Cities","Females","Total","Percentage","21.8",""
"Less than once a month","Malta","2014","Cities","Females","From 15 to 24 years","Percentage","12.5",""
"Less than once a month","Malta","2014","Cities","Females","From 25 to 64 years","Percentage","23.0",""
"Less than once a month","Malta","2014","Cities","Females","65 years or over","Percentage","24.2",""
"Less than once a month","Austria","2014","Cities","Total","Total","Percentage","13.3",""
"Less than once a month","Austria","2014","Cities","Total","From 15 to 24 years","Percentage","12.8",""
"Less than once a month","Austria","2014","Cities","Total","From 25 to 64 years","Percentage","13.5",""
"Less than once a month","Austria","2014","Cities","Total","65 years or over","Percentage","13.1",""
"Less than once a month","Austria","2014","Cities","Males","Total","Percentage","7.7",""
"Less than once a month","Austria","2014","Cities","Males","From 15 to 24 years","Percentage","7.0",""
"Less than once a month","Austria","2014","Cities","Males","From 25 to 64 years","Percentage","8.3",""
"Less than once a month","Austria","2014","Cities","Males","65 years or over","Percentage","5.8",""
"Less than once a month","Austria","2014","Cities","Females","Total","Percentage","18.4",""
"Less than once a month","Austria","2014","Cities","Females","From 15 to 24 years","Percentage","19.1",""
"Less than once a month","Austria","2014","Cities","Females","From 25 to 64 years","Percentage","18.5",""
"Less than once a month","Austria","2014","Cities","Females","65 years or over","Percentage","17.9",""
"Less than once a month","Poland","2014","Cities","Total","Total","Percentage","24.4",""
"Less than once a month","Poland","2014","Cities","Total","From 15 to 24 years","Percentage","17.1",""
"Less than once a month","Poland","2014","Cities","Total","From 25 to 64 years","Percentage","24.1",""
"Less than once a month","Poland","2014","Cities","Total","65 years or over","Percentage","29.2",""
"Less than once a month","Poland","2014","Cities","Males","Total","Percentage","18.8",""
"Less than once a month","Poland","2014","Cities","Males","From 15 to 24 years","Percentage","13.6",""
"Less than once a month","Poland","2014","Cities","Males","From 25 to 64 years","Percentage","17.4",""
"Less than once a month","Poland","2014","Cities","Males","65 years or over","Percentage","28.0",""
"Less than once a month","Poland","2014","Cities","Females","Total","Percentage","29.0",""
"Less than once a month","Poland","2014","Cities","Females","From 15 to 24 years","Percentage","20.7",""
"Less than once a month","Poland","2014","Cities","Females","From 25 to 64 years","Percentage","29.8",""
"Less than once a month","Poland","2014","Cities","Females","65 years or over","Percentage","30.0",""
"Less than once a month","Portugal","2014","Cities","Total","Total","Percentage","13.0",""
"Less than once a month","Portugal","2014","Cities","Total","From 15 to 24 years","Percentage","22.0",""
"Less than once a month","Portugal","2014","Cities","Total","From 25 to 64 years","Percentage","12.6",""
"Less than once a month","Portugal","2014","Cities","Total","65 years or over","Percentage","9.0",""
"Less than once a month","Portugal","2014","Cities","Males","Total","Percentage","8.0",""
"Less than once a month","Portugal","2014","Cities","Males","From 15 to 24 years","Percentage","18.5",""
"Less than once a month","Portugal","2014","Cities","Males","From 25 to 64 years","Percentage","6.8",""
"Less than once a month","Portugal","2014","Cities","Males","65 years or over","Percentage","4.9",""
"Less than once a month","Portugal","2014","Cities","Females","Total","Percentage","17.2",""
"Less than once a month","Portugal","2014","Cities","Females","From 15 to 24 years","Percentage","25.2",""
"Less than once a month","Portugal","2014","Cities","Females","From 25 to 64 years","Percentage","17.8",""
"Less than once a month","Portugal","2014","Cities","Females","65 years or over","Percentage","11.9",""
"Less than once a month","Romania","2014","Cities","Total","Total","Percentage","13.0",""
"Less than once a month","Romania","2014","Cities","Total","From 15 to 24 years","Percentage","13.4",""
"Less than once a month","Romania","2014","Cities","Total","From 25 to 64 years","Percentage","13.6",""
"Less than once a month","Romania","2014","Cities","Total","65 years or over","Percentage","10.3",""
"Less than once a month","Romania","2014","Cities","Males","Total","Percentage","10.2",""
"Less than once a month","Romania","2014","Cities","Males","From 15 to 24 years","Percentage","10.8",""
"Less than once a month","Romania","2014","Cities","Males","From 25 to 64 years","Percentage","10.4",""
"Less than once a month","Romania","2014","Cities","Males","65 years or over","Percentage","9.1",""
"Less than once a month","Romania","2014","Cities","Females","Total","Percentage","15.5",""
"Less than once a month","Romania","2014","Cities","Females","From 15 to 24 years","Percentage","15.9",""
"Less than once a month","Romania","2014","Cities","Females","From 25 to 64 years","Percentage","16.6",""
"Less than once a month","Romania","2014","Cities","Females","65 years or over","Percentage","11.0",""
"Less than once a month","Slovenia","2014","Cities","Total","Total","Percentage","17.9",""
"Less than once a month","Slovenia","2014","Cities","Total","From 15 to 24 years","Percentage","20.2",""
"Less than once a month","Slovenia","2014","Cities","Total","From 25 to 64 years","Percentage","17.2",""
"Less than once a month","Slovenia","2014","Cities","Total","65 years or over","Percentage","18.8",""
"Less than once a month","Slovenia","2014","Cities","Males","Total","Percentage","12.0",""
"Less than once a month","Slovenia","2014","Cities","Males","From 15 to 24 years","Percentage","16.4",""
"Less than once a month","Slovenia","2014","Cities","Males","From 25 to 64 years","Percentage","11.4",""
"Less than once a month","Slovenia","2014","Cities","Males","65 years or over","Percentage","10.5",""
"Less than once a month","Slovenia","2014","Cities","Females","Total","Percentage","23.0",""
"Less than once a month","Slovenia","2014","Cities","Females","From 15 to 24 years","Percentage","23.7",""
"Less than once a month","Slovenia","2014","Cities","Females","From 25 to 64 years","Percentage","22.5",""
"Less than once a month","Slovenia","2014","Cities","Females","65 years or over","Percentage","24.0",""
"Less than once a month","Slovakia","2014","Cities","Total","Total","Percentage","25.8",""
"Less than once a month","Slovakia","2014","Cities","Total","From 15 to 24 years","Percentage","21.0",""
"Less than once a month","Slovakia","2014","Cities","Total","From 25 to 64 years","Percentage","26.9",""
"Less than once a month","Slovakia","2014","Cities","Total","65 years or over","Percentage","25.6",""
"Less than once a month","Slovakia","2014","Cities","Males","Total","Percentage","22.6",""
"Less than once a month","Slovakia","2014","Cities","Males","From 15 to 24 years","Percentage","21.4",""
"Less than once a month","Slovakia","2014","Cities","Males","From 25 to 64 years","Percentage","23.2",""
"Less than once a month","Slovakia","2014","Cities","Males","65 years or over","Percentage","20.9",""
"Less than once a month","Slovakia","2014","Cities","Females","Total","Percentage","28.8",""
"Less than once a month","Slovakia","2014","Cities","Females","From 15 to 24 years","Percentage","20.7",""
"Less than once a month","Slovakia","2014","Cities","Females","From 25 to 64 years","Percentage","30.7",""
"Less than once a month","Slovakia","2014","Cities","Females","65 years or over","Percentage","28.5",""
"Less than once a month","Finland","2014","Cities","Total","Total","Percentage","14.5",""
"Less than once a month","Finland","2014","Cities","Total","From 15 to 24 years","Percentage","13.0",""
"Less than once a month","Finland","2014","Cities","Total","From 25 to 64 years","Percentage","14.8",""
"Less than once a month","Finland","2014","Cities","Total","65 years or over","Percentage","14.9",""
"Less than once a month","Finland","2014","Cities","Males","Total","Percentage","8.8",""
"Less than once a month","Finland","2014","Cities","Males","From 15 to 24 years","Percentage","7.7",""
"Less than once a month","Finland","2014","Cities","Males","From 25 to 64 years","Percentage","9.6",""
"Less than once a month","Finland","2014","Cities","Males","65 years or over","Percentage","6.7",""
"Less than once a month","Finland","2014","Cities","Females","Total","Percentage","19.1",""
"Less than once a month","Finland","2014","Cities","Females","From 15 to 24 years","Percentage","16.9",""
"Less than once a month","Finland","2014","Cities","Females","From 25 to 64 years","Percentage","19.1",""
"Less than once a month","Finland","2014","Cities","Females","65 years or over","Percentage","20.5",""
"Less than once a month","Sweden","2014","Cities","Total","Total","Percentage","17.0",""
"Less than once a month","Sweden","2014","Cities","Total","From 15 to 24 years","Percentage","18.1",""
"Less than once a month","Sweden","2014","Cities","Total","From 25 to 64 years","Percentage","17.2",""
"Less than once a month","Sweden","2014","Cities","Total","65 years or over","Percentage","16.0",""
"Less than once a month","Sweden","2014","Cities","Males","Total","Percentage","13.4",""
"Less than once a month","Sweden","2014","Cities","Males","From 15 to 24 years","Percentage","15.4",""
"Less than once a month","Sweden","2014","Cities","Males","From 25 to 64 years","Percentage","12.9",""
"Less than once a month","Sweden","2014","Cities","Males","65 years or over","Percentage","13.5",""
"Less than once a month","Sweden","2014","Cities","Females","Total","Percentage","20.8",""
"Less than once a month","Sweden","2014","Cities","Females","From 15 to 24 years","Percentage","21.1",""
"Less than once a month","Sweden","2014","Cities","Females","From 25 to 64 years","Percentage","21.9",""
"Less than once a month","Sweden","2014","Cities","Females","65 years or over","Percentage","18.2",""
"Less than once a month","United Kingdom","2014","Cities","Total","Total","Percentage","14.9",""
"Less than once a month","United Kingdom","2014","Cities","Total","From 15 to 24 years","Percentage","23.8",""
"Less than once a month","United Kingdom","2014","Cities","Total","From 25 to 64 years","Percentage","13.3",""
"Less than once a month","United Kingdom","2014","Cities","Total","65 years or over","Percentage","15.3",""
"Less than once a month","United Kingdom","2014","Cities","Males","Total","Percentage","10.9",""
"Less than once a month","United Kingdom","2014","Cities","Males","From 15 to 24 years","Percentage","19.6",""
"Less than once a month","United Kingdom","2014","Cities","Males","From 25 to 64 years","Percentage","9.7",""
"Less than once a month","United Kingdom","2014","Cities","Males","65 years or over","Percentage","10.5",""
"Less than once a month","United Kingdom","2014","Cities","Females","Total","Percentage","18.2",""
"Less than once a month","United Kingdom","2014","Cities","Females","From 15 to 24 years","Percentage","26.9",""
"Less than once a month","United Kingdom","2014","Cities","Females","From 25 to 64 years","Percentage","16.4",""
"Less than once a month","United Kingdom","2014","Cities","Females","65 years or over","Percentage","19.1",""
